refund_request_id,payment_id,merchant_id,order_id,currency,captured_amount_paise,amount_refunded_paise,active_reservation_amount_paise,refundable_balance_paise,payment_status,payment_exists,merchant_matches,currency_matches,snapshot_as_of,source
v2_rr_0004874,v2_pay_0004874,v2_benchmark_merchant,ord_0016444,INR,3513500,0,0,3513500,captured,True,True,True,2010-11-02T04:31:18.676079712Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0004875,v2_pay_0004875,v2_benchmark_merchant,ord_0017113,INR,520500,0,0,520500,captured,True,True,True,2010-11-02T05:11:44.590587339Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0004876,v2_pay_0004876,v2_benchmark_merchant,ord_0017092,INR,6166100,544548,0,5621552,captured,True,True,True,2010-11-02T06:16:26.113718407Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0004877,v2_pay_0004877,v2_benchmark_merchant,ord_0016354,INR,2550000,0,0,2550000,captured,True,True,True,2010-11-02T06:22:46.532976620Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0004878,v2_pay_0004878,v2_benchmark_merchant,ord_0016110,INR,609000,0,0,609000,captured,True,True,True,2010-11-02T07:20:33.288878115Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0004879,v2_pay_0004879,v2_benchmark_merchant,ord_0016267,INR,2043500,0,0,2043500,captured,True,True,True,2010-11-02T08:17:50.218445212Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0004880,v2_pay_0004880,v2_benchmark_merchant,ord_0016056,INR,4216100,0,0,4216100,captured,True,True,True,2010-11-02T09:13:20.117164459Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0004881,v2_pay_0004881,v2_benchmark_merchant,ord_0015928,INR,2564200,0,0,2564200,captured,True,True,True,2010-11-02T09:30:15.645889160Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0004882,v2_pay_0004882,v2_benchmark_merchant,ord_0016073,INR,3276800,0,0,3276800,captured,True,True,True,2010-11-02T14:49:13.208841650Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0004883,v2_pay_0004883,v2_benchmark_merchant,ord_0017116,INR,4917100,0,0,4917100,captured,True,True,True,2010-11-02T17:10:59.259104116Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0004884,v2_pay_0004884,v2_benchmark_merchant,ord_0017146,INR,3448500,0,0,3448500,captured,True,True,True,2010-11-02T18:39:51.665797783Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0004885,v2_pay_0004885,v2_benchmark_merchant,ord_0016412,INR,2200000,0,0,2200000,captured,True,True,True,2010-11-02T18:47:52.248841479Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0004886,v2_pay_0004886,v2_benchmark_merchant,ord_0016961,INR,2510400,0,0,2510400,captured,True,True,True,2010-11-02T19:27:04.870659121Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0004887,v2_pay_0004887,v2_benchmark_merchant,ord_0017012,INR,2547000,792475,0,1754525,captured,True,True,True,2010-11-02T21:58:09.116495504Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0004888,v2_pay_0004888,v2_benchmark_merchant,ord_0016545,INR,2304900,0,0,2304900,captured,True,True,True,2010-11-02T22:51:29.703025258Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0004889,v2_pay_0004889,v2_benchmark_merchant,ord_0016756,INR,2004500,0,0,2004500,captured,True,True,True,2010-11-02T23:25:52.114143873Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0004890,v2_pay_0004890,v2_benchmark_merchant,ord_0016092,INR,177000,0,0,177000,captured,True,True,True,2010-11-03T00:10:45.500156707Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0004891,v2_pay_0004891,v2_benchmark_merchant,ord_0016809,INR,1617000,0,0,1617000,captured,True,True,True,2010-11-03T01:26:35.327747904Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0004892,v2_pay_0004892,v2_benchmark_merchant,ord_0015753,INR,42157400,0,0,42157400,captured,True,True,True,2010-11-03T02:03:36.101720978Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0004893,v2_pay_0004893,v2_benchmark_merchant,ord_0016930,INR,50500,0,0,50500,captured,True,True,True,2010-11-03T03:05:06.264921618Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0004894,v2_pay_0004894,v2_benchmark_merchant,ord_0016690,INR,4364000,0,0,4364000,captured,True,True,True,2010-11-03T03:48:56.015438109Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0004895,v2_pay_0004895,v2_benchmark_merchant,ord_0016183,INR,22251700,0,0,22251700,captured,True,True,True,2010-11-03T04:38:51.684014984Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0004896,v2_pay_0004896,v2_benchmark_merchant,ord_0016052,INR,6128100,0,0,6128100,captured,True,True,True,2010-11-03T05:10:19.969032848Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0004897,v2_pay_0004897,v2_benchmark_merchant,ord_0016089,INR,4653500,0,0,4653500,captured,True,True,True,2010-11-03T05:12:59.521401147Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0004898,v2_pay_0004898,v2_benchmark_merchant,ord_0016309,INR,1966000,0,0,1966000,captured,True,True,True,2010-11-03T07:46:25.317604047Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0004899,v2_pay_0004899,v2_benchmark_merchant,ord_0016418,INR,2052000,0,0,2052000,captured,True,True,True,2010-11-03T08:31:47.611764038Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0004900,v2_pay_0004900,v2_benchmark_merchant,ord_0017183,INR,4730000,0,0,4730000,captured,True,True,True,2010-11-03T10:03:20.954142825Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0004901,v2_pay_0004901,v2_benchmark_merchant,ord_0015564,INR,3119900,0,0,3119900,captured,True,True,True,2010-11-03T11:18:31.608018726Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0004902,v2_pay_0004902,v2_benchmark_merchant,ord_0016101,INR,198000,0,0,198000,captured,True,True,True,2010-11-03T11:25:02.129901934Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0004903,v2_pay_0004903,v2_benchmark_merchant,ord_0016063,INR,5128800,0,0,5128800,captured,True,True,True,2010-11-03T11:38:10.596015888Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0004904,v2_pay_0004904,v2_benchmark_merchant,ord_0016493,INR,972400,0,0,972400,captured,True,True,True,2010-11-03T12:36:06.615776989Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0004905,v2_pay_0004905,v2_benchmark_merchant,ord_0017110,INR,2614500,0,0,2614500,captured,True,True,True,2010-11-03T12:42:39.349074640Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0004906,v2_pay_0004906,v2_benchmark_merchant,ord_0016087,INR,1013100,0,0,1013100,captured,True,True,True,2010-11-03T13:26:11.766745526Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0004907,v2_pay_0004907,v2_benchmark_merchant,ord_0016250,INR,1997500,0,0,1997500,captured,True,True,True,2010-11-03T15:07:30.200039448Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0004908,v2_pay_0004908,v2_benchmark_merchant,ord_0016820,INR,2035500,0,0,2035500,captured,True,True,True,2010-11-03T15:27:04.992200582Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0004909,v2_pay_0004909,v2_benchmark_merchant,ord_0016694,INR,1104500,227666,0,876834,captured,True,True,True,2010-11-03T16:39:58.537920531Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0004910,v2_pay_0004910,v2_benchmark_merchant,ord_0017204,INR,8944000,0,0,8944000,captured,True,True,True,2010-11-03T17:04:50.995841635Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0004911,v2_pay_0004911,v2_benchmark_merchant,ord_0016921,INR,1008600,0,0,1008600,captured,True,True,True,2010-11-03T17:17:21.046930388Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0004912,v2_pay_0004912,v2_benchmark_merchant,ord_0016401,INR,159000,0,0,159000,captured,True,True,True,2010-11-03T17:44:49.238933067Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0004913,v2_pay_0004913,v2_benchmark_merchant,ord_0016800,INR,339300,0,0,339300,captured,True,True,True,2010-11-03T20:17:24.915462964Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0004914,v2_pay_0004914,v2_benchmark_merchant,ord_0016383,INR,3054500,0,0,3054500,captured,True,True,True,2010-11-03T21:01:10.370050336Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0004915,v2_pay_0004915,v2_benchmark_merchant,ord_0017374,INR,1313000,0,0,1313000,captured,True,True,True,2010-11-03T21:31:04.814534274Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0004916,v2_pay_0004916,v2_benchmark_merchant,ord_0016103,INR,13250000,0,0,13250000,captured,True,True,True,2010-11-03T21:35:23.767026819Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0004917,v2_pay_0004917,v2_benchmark_merchant,ord_0016266,INR,5845800,0,0,5845800,captured,True,True,True,2010-11-03T21:40:40.774860531Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0004918,v2_pay_0004918,v2_benchmark_merchant,ord_0016519,INR,2486500,0,0,2486500,captured,True,True,True,2010-11-03T22:32:30.571264946Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0004919,v2_pay_0004919,v2_benchmark_merchant,ord_0017043,INR,7329400,0,0,7329400,captured,True,True,True,2010-11-03T22:45:49.105540022Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0004920,v2_pay_0004920,v2_benchmark_merchant,ord_0016500,INR,21200900,0,0,21200900,captured,True,True,True,2010-11-03T23:04:11.948611828Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0004921,v2_pay_0004921,v2_benchmark_merchant,ord_0016069,INR,2000000,596937,0,1403063,captured,True,True,True,2010-11-03T23:34:51.127909333Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0004922,v2_pay_0004922,v2_benchmark_merchant,ord_0016900,INR,64400,0,0,64400,captured,True,True,True,2010-11-04T00:41:38.678931750Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0004923,v2_pay_0004923,v2_benchmark_merchant,ord_0016285,INR,6917800,0,0,6917800,captured,True,True,True,2010-11-04T00:55:04.372930826Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0004924,v2_pay_0004924,v2_benchmark_merchant,ord_0015774,INR,2682800,0,0,2682800,captured,True,True,True,2010-11-04T01:43:25.903796522Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0004925,v2_pay_0004925,v2_benchmark_merchant,ord_0017241,INR,4200,0,0,4200,captured,True,True,True,2010-11-04T01:54:05.503663672Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0004926,v2_pay_0004926,v2_benchmark_merchant,ord_0016463,INR,2738500,0,0,2738500,captured,True,True,True,2010-11-04T03:55:16.268227064Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0004927,v2_pay_0004927,v2_benchmark_merchant,ord_0016344,INR,4095500,0,0,4095500,captured,True,True,True,2010-11-04T04:07:32.665297366Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0004928,v2_pay_0004928,v2_benchmark_merchant,ord_0015832,INR,8173000,2264212,0,5908788,captured,True,True,True,2010-11-04T04:10:59.531110414Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0004929,v2_pay_0004929,v2_benchmark_merchant,ord_0016489,INR,2568300,808572,0,1759728,captured,True,True,True,2010-11-04T04:53:01.928535775Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0004930,v2_pay_0004930,v2_benchmark_merchant,ord_0016456,INR,5615000,0,0,5615000,captured,True,True,True,2010-11-04T07:23:00.556408632Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0004931,v2_pay_0004931,v2_benchmark_merchant,ord_0017189,INR,159000,26669,0,132331,captured,True,True,True,2010-11-04T08:23:48.403623570Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0004932,v2_pay_0004932,v2_benchmark_merchant,ord_0017352,INR,5392000,0,0,5392000,captured,True,True,True,2010-11-04T08:34:10.474855411Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0004933,v2_pay_0004933,v2_benchmark_merchant,ord_0017267,INR,1042000,0,0,1042000,captured,True,True,True,2010-11-04T10:38:19.271037177Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0004934,v2_pay_0004934,v2_benchmark_merchant,ord_0017029,INR,9324900,0,0,9324900,captured,True,True,True,2010-11-04T11:24:31.712187951Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0004935,v2_pay_0004935,v2_benchmark_merchant,ord_0017201,INR,1219000,0,0,1219000,captured,True,True,True,2010-11-04T14:45:41.793503260Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0004936,v2_pay_0004936,v2_benchmark_merchant,ord_0016466,INR,6514000,0,0,6514000,captured,True,True,True,2010-11-04T15:13:04.855038454Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0004937,v2_pay_0004937,v2_benchmark_merchant,ord_0016688,INR,177000,30354,0,146646,captured,True,True,True,2010-11-04T17:04:23.994119647Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0004938,v2_pay_0004938,v2_benchmark_merchant,ord_0016214,INR,6770500,0,0,6770500,captured,True,True,True,2010-11-04T17:57:20.682339397Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0004939,v2_pay_0004939,v2_benchmark_merchant,ord_0015788,INR,9883600,0,0,9883600,captured,True,True,True,2010-11-04T19:19:21.360031070Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0004940,v2_pay_0004940,v2_benchmark_merchant,ord_0015957,INR,3419900,0,0,3419900,captured,True,True,True,2010-11-04T19:29:40.208752444Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0004941,v2_pay_0004941,v2_benchmark_merchant,ord_0016064,INR,6342200,0,0,6342200,captured,True,True,True,2010-11-04T20:24:52.826096838Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0004942,v2_pay_0004942,v2_benchmark_merchant,ord_0016804,INR,5529000,0,0,5529000,captured,True,True,True,2010-11-04T20:26:48.039022676Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0004943,v2_pay_0004943,v2_benchmark_merchant,ord_0016006,INR,15997100,0,0,15997100,captured,True,True,True,2010-11-04T20:47:53.541990382Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0004944,v2_pay_0004944,v2_benchmark_merchant,ord_0016852,INR,1081000,0,0,1081000,captured,True,True,True,2010-11-04T21:42:02.994588859Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0004945,v2_pay_0004945,v2_benchmark_merchant,ord_0017175,INR,4134800,0,0,4134800,captured,True,True,True,2010-11-04T22:04:44.830048998Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0004946,v2_pay_0004946,v2_benchmark_merchant,ord_0017121,INR,27361600,5044203,0,22317397,captured,True,True,True,2010-11-04T22:10:53.149529216Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0004947,v2_pay_0004947,v2_benchmark_merchant,ord_0016414,INR,4047000,0,0,4047000,captured,True,True,True,2010-11-04T23:05:47.103028503Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0004948,v2_pay_0004948,v2_benchmark_merchant,ord_0016501,INR,6923000,0,0,6923000,captured,True,True,True,2010-11-04T23:56:52.063937518Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0004949,v2_pay_0004949,v2_benchmark_merchant,ord_0016391,INR,1626000,0,0,1626000,captured,True,True,True,2010-11-05T01:53:42.994401687Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0004950,v2_pay_0004950,v2_benchmark_merchant,ord_0016124,INR,6036000,0,0,6036000,captured,True,True,True,2010-11-05T01:54:38.396552451Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0004951,v2_pay_0004951,v2_benchmark_merchant,ord_0015945,INR,1506500,0,0,1506500,captured,True,True,True,2010-11-05T02:02:32.260764884Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0004952,v2_pay_0004952,v2_benchmark_merchant,ord_0017118,INR,8743600,0,0,8743600,captured,True,True,True,2010-11-05T02:02:53.101445691Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0004953,v2_pay_0004953,v2_benchmark_merchant,ord_0017159,INR,6849200,0,0,6849200,captured,True,True,True,2010-11-05T02:13:05.614011715Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0004954,v2_pay_0004954,v2_benchmark_merchant,ord_0016274,INR,19170000,0,0,19170000,captured,True,True,True,2010-11-05T02:22:15.816396986Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0004955,v2_pay_0004955,v2_benchmark_merchant,ord_0016338,INR,1805200,117037,0,1688163,captured,True,True,True,2010-11-05T02:38:08.655572673Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0004956,v2_pay_0004956,v2_benchmark_merchant,ord_0016671,INR,13792500,0,0,13792500,captured,True,True,True,2010-11-05T03:32:12.545495503Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0004957,v2_pay_0004957,v2_benchmark_merchant,ord_0016086,INR,9072000,2933844,0,6138156,captured,True,True,True,2010-11-05T04:07:36.210401055Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0004958,v2_pay_0004958,v2_benchmark_merchant,ord_0016753,INR,4505100,0,0,4505100,captured,True,True,True,2010-11-05T04:09:28.333586348Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0004959,v2_pay_0004959,v2_benchmark_merchant,ord_0016458,INR,1453800,0,0,1453800,captured,True,True,True,2010-11-05T06:26:50.048032540Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0004960,v2_pay_0004960,v2_benchmark_merchant,ord_0015871,INR,1371900,0,0,1371900,captured,True,True,True,2010-11-05T08:50:08.521824108Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0004961,v2_pay_0004961,v2_benchmark_merchant,ord_0016047,INR,4120800,0,0,4120800,captured,True,True,True,2010-11-05T09:07:09.847625149Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0004962,v2_pay_0004962,v2_benchmark_merchant,ord_0016317,INR,4072000,0,0,4072000,captured,True,True,True,2010-11-05T09:08:08.202836604Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0004963,v2_pay_0004963,v2_benchmark_merchant,ord_0016766,INR,3920500,0,0,3920500,captured,True,True,True,2010-11-05T09:09:05.441228358Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0004964,v2_pay_0004964,v2_benchmark_merchant,ord_0016547,INR,2145400,0,0,2145400,captured,True,True,True,2010-11-05T10:12:28.137272718Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0004965,v2_pay_0004965,v2_benchmark_merchant,ord_0017069,INR,1350000,0,0,1350000,captured,True,True,True,2010-11-05T10:13:56.465013216Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0004966,v2_pay_0004966,v2_benchmark_merchant,ord_0016313,INR,1284000,0,0,1284000,captured,True,True,True,2010-11-05T11:25:47.781479368Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0004967,v2_pay_0004967,v2_benchmark_merchant,ord_0015806,INR,601700,0,0,601700,captured,True,True,True,2010-11-05T12:37:28.957791202Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0004968,v2_pay_0004968,v2_benchmark_merchant,ord_0016477,INR,3808800,0,0,3808800,captured,True,True,True,2010-11-05T20:40:23.449955761Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0004969,v2_pay_0004969,v2_benchmark_merchant,ord_0016932,INR,7911800,0,0,7911800,captured,True,True,True,2010-11-05T20:49:16.809220154Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0004970,v2_pay_0004970,v2_benchmark_merchant,ord_0017153,INR,1350000,0,0,1350000,captured,True,True,True,2010-11-05T22:01:33.469565858Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0004971,v2_pay_0004971,v2_benchmark_merchant,ord_0017471,INR,46500,0,0,46500,captured,True,True,True,2010-11-05T22:26:34.934106164Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0004972,v2_pay_0004972,v2_benchmark_merchant,ord_0017388,INR,177000,0,0,177000,captured,True,True,True,2010-11-06T01:14:40.275812400Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0004973,v2_pay_0004973,v2_benchmark_merchant,ord_0015991,INR,5208900,0,0,5208900,captured,True,True,True,2010-11-06T02:22:56.601200425Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0004974,v2_pay_0004974,v2_benchmark_merchant,ord_0016917,INR,3442000,0,0,3442000,captured,True,True,True,2010-11-06T02:36:16.390525136Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0004975,v2_pay_0004975,v2_benchmark_merchant,ord_0016746,INR,27640000,0,0,27640000,captured,True,True,True,2010-11-06T03:11:18.367367452Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0004976,v2_pay_0004976,v2_benchmark_merchant,ord_0016459,INR,2081600,0,0,2081600,captured,True,True,True,2010-11-06T03:38:01.807645766Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0004977,v2_pay_0004977,v2_benchmark_merchant,ord_0016216,INR,4804800,0,0,4804800,captured,True,True,True,2010-11-06T04:54:38.029842501Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0004978,v2_pay_0004978,v2_benchmark_merchant,ord_0016631,INR,2952000,1005643,0,1946357,captured,True,True,True,2010-11-06T06:29:19.709767555Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0004979,v2_pay_0004979,v2_benchmark_merchant,ord_0016686,INR,1044000,0,0,1044000,captured,True,True,True,2010-11-06T07:34:49.500493894Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0004980,v2_pay_0004980,v2_benchmark_merchant,ord_0017073,INR,2274900,0,0,2274900,captured,True,True,True,2010-11-06T13:28:57.002415063Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0004981,v2_pay_0004981,v2_benchmark_merchant,ord_0016095,INR,4793200,1545211,0,3247989,captured,True,True,True,2010-11-06T13:55:58.835662766Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0004982,v2_pay_0004982,v2_benchmark_merchant,ord_0016031,INR,10243200,0,0,10243200,captured,True,True,True,2010-11-06T16:55:37.120027522Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0004983,v2_pay_0004983,v2_benchmark_merchant,ord_0016948,INR,5536600,0,0,5536600,captured,True,True,True,2010-11-06T16:57:46.029978642Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0004984,v2_pay_0004984,v2_benchmark_merchant,ord_0016682,INR,6360600,0,0,6360600,captured,True,True,True,2010-11-06T17:26:59.121662115Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0004985,v2_pay_0004985,v2_benchmark_merchant,ord_0017299,INR,4329200,0,0,4329200,captured,True,True,True,2010-11-06T17:28:26.557386982Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0004986,v2_pay_0004986,v2_benchmark_merchant,ord_0016981,INR,3380400,0,0,3380400,captured,True,True,True,2010-11-06T18:05:11.161015500Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0004987,v2_pay_0004987,v2_benchmark_merchant,ord_0016303,INR,2961000,0,0,2961000,captured,True,True,True,2010-11-06T18:16:39.821576875Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0004988,v2_pay_0004988,v2_benchmark_merchant,ord_0016908,INR,5593700,0,0,5593700,captured,True,True,True,2010-11-06T19:04:52.299505149Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0004989,v2_pay_0004989,v2_benchmark_merchant,ord_0017131,INR,318000,0,0,318000,captured,True,True,True,2010-11-06T19:07:42.447001543Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0004990,v2_pay_0004990,v2_benchmark_merchant,ord_0016204,INR,547500,61205,0,486295,captured,True,True,True,2010-11-06T19:35:15.504931290Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0004991,v2_pay_0004991,v2_benchmark_merchant,ord_0016574,INR,29500,0,0,29500,captured,True,True,True,2010-11-06T20:13:53.454968859Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0004992,v2_pay_0004992,v2_benchmark_merchant,ord_0016645,INR,4896000,0,0,4896000,captured,True,True,True,2010-11-06T20:34:53.986999689Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0004993,v2_pay_0004993,v2_benchmark_merchant,ord_0016246,INR,1387500,380066,0,1007434,captured,True,True,True,2010-11-06T21:54:49.946325661Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0004994,v2_pay_0004994,v2_benchmark_merchant,ord_0017091,INR,2399900,0,0,2399900,captured,True,True,True,2010-11-06T23:31:45.255436434Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0004995,v2_pay_0004995,v2_benchmark_merchant,ord_0016245,INR,3640200,735718,0,2904482,captured,True,True,True,2010-11-07T01:29:17.567175278Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0004996,v2_pay_0004996,v2_benchmark_merchant,ord_0016872,INR,3900500,0,0,3900500,captured,True,True,True,2010-11-07T01:47:21.291114972Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0004997,v2_pay_0004997,v2_benchmark_merchant,ord_0017071,INR,2841000,0,0,2841000,captured,True,True,True,2010-11-07T03:53:25.352065982Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0004998,v2_pay_0004998,v2_benchmark_merchant,ord_0017226,INR,760600,0,0,760600,captured,True,True,True,2010-11-07T04:22:15.651514179Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0004999,v2_pay_0004999,v2_benchmark_merchant,ord_0016470,INR,4234200,0,0,4234200,captured,True,True,True,2010-11-07T04:34:10.548754806Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0005000,v2_pay_0005000,v2_benchmark_merchant,ord_0017250,INR,3522700,0,0,3522700,captured,True,True,True,2010-11-07T05:00:35.483755701Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0005001,v2_pay_0005001,v2_benchmark_merchant,ord_0016105,INR,1587500,0,0,1587500,captured,True,True,True,2010-11-07T08:02:01.997843765Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0005002,v2_pay_0005002,v2_benchmark_merchant,ord_0017115,INR,3109500,544715,0,2564785,captured,True,True,True,2010-11-07T12:02:48.263886859Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0005003,v2_pay_0005003,v2_benchmark_merchant,ord_0015898,INR,3043000,0,0,3043000,captured,True,True,True,2010-11-07T14:16:46.741042128Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0005004,v2_pay_0005004,v2_benchmark_merchant,ord_0017249,INR,2966500,0,0,2966500,captured,True,True,True,2010-11-07T17:13:31.907836153Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0005005,v2_pay_0005005,v2_benchmark_merchant,ord_0016362,INR,4957400,0,0,4957400,captured,True,True,True,2010-11-07T17:27:01.792195273Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0005006,v2_pay_0005006,v2_benchmark_merchant,ord_0016408,INR,124800,0,0,124800,captured,True,True,True,2010-11-07T18:07:14.432055805Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0005007,v2_pay_0005007,v2_benchmark_merchant,ord_0017165,INR,5898000,0,0,5898000,captured,True,True,True,2010-11-07T20:52:20.316776658Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0005008,v2_pay_0005008,v2_benchmark_merchant,ord_0016564,INR,2137600,0,0,2137600,captured,True,True,True,2010-11-07T21:26:14.507761126Z,SIMULATED_PAYMENT_LEDGER
v2_rr_0005009,v2_pay_0005009,v2_benchmark_merchant,ord_0015817,INR,1411200,0,0,1411200,captured,True,True,True,2010-11-07T22:39:43.134454778Z,SIMULATED_PAYMENT_LEDGER
